Date,Open,High,Low,Close,Volume,Adj Close
2016-04-21,17.48,17.77,17.42,17.51,13518400,17.51
2016-04-20,16.940001,17.52,16.90,17.40,17712800,17.40
2016-04-19,17.370001,17.389999,16.68,16.92,24704200,16.92
2016-04-18,17.709999,17.719999,17.059999,17.309999,17254700,17.309999
2016-04-15,17.52,17.91,17.309999,17.58,16324700,17.58
2016-04-14,17.379999,17.700001,17.139999,17.530001,16140400,17.530001
2016-04-13,16.68,17.40,16.68,17.370001,22617700,17.370001
2016-04-12,16.50,16.77,16.15,16.57,14862700,16.57
2016-04-11,16.74,16.98,16.41,16.51,14154200,16.51
2016-04-08,17.120001,17.25,16.41,16.65,18636500,16.65
2016-04-07,16.879999,17.59,16.85,16.98,23273700,16.98
2016-04-06,17.120001,17.48,16.90,17.26,23100700,17.26
2016-04-05,17.59,17.83,16.889999,17.049999,41507900,17.049999
2016-04-04,16.00,17.540001,15.96,17.09,38201600,17.09
2016-04-01,16.41,16.43,15.83,15.98,20921700,15.98
2016-03-31,16.40,16.84,16.209999,16.549999,18849100,16.549999
2016-03-30,16.16,16.719999,16.01,16.360001,19294600,16.360001
2016-03-29,15.69,15.99,15.33,15.97,16923700,15.97
2016-03-28,15.98,16.01,15.40,15.60,14080300,15.60
2016-03-24,15.94,15.99,15.57,15.91,14815800,15.91
2016-03-23,16.860001,16.91,16.01,16.01,17914400,16.01
2016-03-22,16.75,17.01,16.700001,16.860001,9539500,16.860001
2016-03-21,16.83,17.049999,16.68,16.889999,12528900,16.889999
2016-03-18,17.08,17.379999,16.76,16.85,21075700,16.85
2016-03-17,16.65,17.15,16.620001,16.85,17033600,16.85
2016-03-16,16.33,16.77,16.129999,16.700001,24662300,16.700001
2016-03-15,17.00,17.040001,16.139999,16.190001,19599200,16.190001
2016-03-14,16.809999,17.32,16.790001,17.120001,16475700,17.120001
2016-03-11,16.77,16.940001,16.459999,16.809999,21442200,16.809999
2016-03-10,17.690001,17.77,16.379999,16.610001,33135200,16.610001
2016-03-09,18.610001,18.74,17.52,17.66,21502300,17.66
2016-03-08,19.10,19.15,18.33,18.33,16345700,18.33
2016-03-07,19.110001,19.73,18.77,19.17,19693500,19.17
2016-03-04,19.450001,20.32,19.059999,19.360001,30046400,19.360001
2016-03-03,18.530001,19.440001,18.48,19.309999,23200100,19.309999
2016-03-02,17.85,18.74,17.719999,18.540001,17177200,18.540001
2016-03-01,18.469999,18.48,17.59,17.85,19299200,17.85
2016-02-29,17.959999,18.57,17.780001,18.120001,17329000,18.120001
2016-02-26,17.719999,18.030001,17.50,17.940001,16314100,17.940001
2016-02-25,17.93,17.950001,17.309999,17.59,22336600,17.59
2016-02-24,18.00,18.09,17.110001,18.00,26629600,18.00
2016-02-23,18.559999,18.959999,18.10,18.299999,25683700,18.299999
2016-02-22,18.620001,18.68,17.76,18.299999,24926900,18.299999
2016-02-19,18.16,18.879999,17.77,18.309999,23914800,18.309999
2016-02-18,18.10,18.549999,17.52,18.43,34447200,18.43
2016-02-17,16.469999,17.60,16.43,17.459999,25659200,17.459999
2016-02-16,16.09,16.40,15.67,16.360001,17193400,16.360001
2016-02-12,14.54,15.94,14.53,15.88,35538100,15.88
2016-02-11,14.07,14.79,13.91,14.31,38371000,14.31
2016-02-10,14.55,15.28,14.52,14.98,30722500,14.98
2016-02-09,14.62,15.55,14.31,14.40,26408800,14.40
2016-02-08,15.51,15.55,14.73,14.90,24818000,14.90
2016-02-05,16.610001,16.639999,15.62,15.72,23996300,15.72
2016-02-04,16.40,17.18,16.290001,16.91,18125800,16.91
2016-02-03,16.33,16.74,15.55,16.559999,24244900,16.559999
2016-02-02,17.219999,17.27,16.01,16.08,31719200,16.08
2016-02-01,17.889999,18.77,17.299999,17.91,49860200,17.91
2016-01-29,16.639999,17.07,16.51,16.799999,16817700,16.799999
2016-01-28,17.209999,17.34,16.450001,16.49,16774600,16.49
2016-01-27,17.01,17.620001,16.77,16.780001,16623700,16.780001
2016-01-26,17.219999,17.280001,16.40,17.01,21998100,17.01
2016-01-25,16.799999,17.450001,16.51,17.02,33661100,17.02
2016-01-22,18.290001,18.559999,17.73,17.84,15622800,17.84
2016-01-21,17.440001,18.32,16.799999,17.83,26342100,17.83
2016-01-20,16.16,19.040001,15.48,17.379999,69194900,17.379999
2016-01-19,18.18,18.18,16.43,16.690001,24284700,16.690001
2016-01-15,18.23,18.530001,17.610001,17.940001,24600000,17.940001
2016-01-14,18.549999,19.16,17.27,19.00,37117100,19.00
2016-01-13,19.700001,19.76,18.469999,18.68,35876000,18.68
2016-01-12,19.870001,20.41,19.32,19.620001,14601300,19.620001
2016-01-11,20.120001,20.200001,19.26,19.65,21342100,19.65
2016-01-08,20.51,20.719999,19.60,19.98,21832300,19.98
2016-01-07,21.00,21.48,20.200001,20.26,20759800,20.26
2016-01-06,21.620001,22.18,21.18,21.389999,14033600,21.389999
2016-01-05,22.790001,23.00,21.85,21.92,17077700,21.92
2016-01-04,22.639999,22.84,22.110001,22.559999,15325000,22.559999
2015-12-31,22.17,23.280001,22.15,23.139999,19479400,23.139999
2015-12-30,22.450001,22.940001,22.209999,22.23,15323700,22.23
2015-12-29,22.629999,22.82,22.309999,22.469999,11211100,22.469999
2015-12-28,22.90,23.32,22.50,22.530001,13746500,22.530001
2015-12-24,22.700001,23.059999,22.549999,22.969999,7910500,22.969999
2015-12-23,22.68,22.950001,22.370001,22.67,13167600,22.67
2015-12-22,22.26,22.67,22.09,22.559999,13696200,22.559999
2015-12-21,23.02,23.040001,21.99,22.139999,22910600,22.139999
2015-12-18,23.35,23.440001,22.66,22.99,23066200,22.99
2015-12-17,24.469999,24.75,23.290001,23.309999,17879200,23.309999
2015-12-16,23.959999,24.48,23.799999,24.299999,24063300,24.299999
2015-12-15,24.52,24.690001,23.700001,23.950001,23106600,23.950001
2015-12-14,24.68,24.940001,23.700001,24.92,18108400,24.92
2015-12-11,25.91,26.200001,24.799999,24.84,23061300,24.84
2015-12-10,24.360001,26.25,24.34,25.91,28323900,25.91
2015-12-09,24.98,24.98,24.190001,24.309999,14683700,24.309999
2015-12-08,24.040001,25.10,23.540001,24.99,23621800,24.99
2015-12-07,24.99,25.16,24.129999,24.459999,16872100,24.459999
2015-12-04,25.809999,25.85,25.01,25.02,16828200,25.02
2015-12-03,25.48,26.059999,24.91,25.90,23850700,25.90
2015-12-02,25.309999,25.719999,25.17,25.40,11845600,25.40
2015-12-01,25.389999,25.58,25.00,25.530001,14799300,25.530001
2015-11-30,25.780001,25.82,25.059999,25.40,17913600,25.40
2015-11-27,25.98,26.07,25.67,25.75,4179400,25.75
2015-11-25,25.620001,26.41,25.59,26.059999,13067000,26.059999
2015-11-24,25.17,25.549999,25.02,25.52,10428500,25.52
2015-11-23,26.110001,26.27,25.02,25.200001,18169900,25.200001
2015-11-20,26.32,26.700001,26.030001,26.27,10835300,26.27
2015-11-19,25.940001,26.58,25.93,26.32,14231900,26.32
2015-11-18,25.17,26.09,25.16,25.90,13976000,25.90
2015-11-17,25.540001,25.690001,24.90,25.23,13259000,25.23
2015-11-16,25.33,25.780001,25.00,25.41,12262800,25.41
2015-11-13,25.889999,26.16,25.16,25.18,14333800,25.18
2015-11-12,26.08,26.610001,25.85,26.129999,12580200,26.129999
2015-11-11,27.08,27.139999,26.370001,26.50,12777200,26.50
2015-11-10,26.809999,27.17,26.25,27.049999,16552100,27.049999
2015-11-09,28.07,28.209999,26.68,27.09,25624300,27.09
2015-11-06,28.58,28.700001,28.049999,28.280001,13592100,28.280001
2015-11-05,29.469999,29.549999,28.450001,28.66,15525300,28.66
2015-11-04,29.360001,30.15,29.23,29.360001,18787000,29.360001
2015-11-03,29.09,29.629999,29.040001,29.129999,16706000,29.129999
2015-11-02,28.540001,29.290001,28.049999,29.200001,18549700,29.200001
2015-10-30,29.129999,29.57,28.35,28.459999,21933100,28.459999
2015-10-29,30.58,30.700001,28.93,29.059999,33682800,29.059999
2015-10-28,28.129999,31.34,27.76,30.870001,88974900,30.870001
2015-10-27,31.02,31.870001,30.65,31.34,44502900,31.34
2015-10-26,30.629999,31.219999,30.48,30.889999,16787000,30.889999
2015-10-23,29.969999,30.719999,29.610001,30.280001,19855700,30.280001
2015-10-22,29.24,29.799999,28.74,29.15,17424000,29.15
2015-10-21,29.50,29.66,28.65,29.299999,30359000,29.299999
2015-10-20,30.940001,31.389999,30.41,30.91,15824400,30.91
2015-10-19,31.15,31.60,30.57,30.91,23958100,30.91
2015-10-16,30.08,31.40,29.360001,31.15,44564000,31.15
2015-10-15,29.459999,30.280001,29.01,29.709999,15838900,29.709999
2015-10-14,29.459999,29.82,28.379999,29.379999,27554400,29.379999
2015-10-13,29.549999,30.68,28.84,29.059999,45783200,29.059999
2015-10-12,30.299999,30.77,28.60,28.75,30619500,28.75
2015-10-09,30.90,31.41,30.280001,30.85,27453600,30.85
2015-10-08,29.57,31.50,29.030001,30.32,36431800,30.32
2015-10-07,28.35,29.950001,28.01,29.83,34460700,29.83
2015-10-06,28.16,28.40,26.75,27.620001,31294500,27.620001
2015-10-05,26.99,28.25,26.33,28.15,31012900,28.15
2015-10-02,24.50,26.48,24.34,26.309999,23542300,26.309999
2015-10-01,26.469999,26.84,24.65,24.68,30953500,24.68
2015-09-30,25.940001,27.33,25.879999,26.940001,25465000,26.940001
2015-09-29,25.23,25.76,24.92,25.59,13421600,25.59
2015-09-28,24.959999,25.610001,24.60,25.26,17452800,25.26
2015-09-25,26.84,26.91,25.139999,25.290001,14572000,25.290001
2015-09-24,26.51,26.639999,25.40,26.60,21349400,26.60
2015-09-23,26.969999,27.280001,26.58,26.790001,10840000,26.790001
2015-09-22,27.049999,27.48,26.620001,26.83,13461300,26.83
2015-09-21,27.98,28.09,27.190001,27.379999,10542000,27.379999
2015-09-18,27.040001,28.25,26.99,27.959999,17505300,27.959999
2015-09-17,27.540001,27.93,27.030001,27.41,13073200,27.41
2015-09-16,27.139999,28.00,27.00,27.75,13335400,27.75
2015-09-15,27.040001,27.549999,27.00,27.17,10166700,27.17
2015-09-14,27.209999,27.549999,26.799999,26.90,11564000,26.90
2015-09-11,27.629999,27.65,27.17,27.389999,8830100,27.389999
2015-09-10,27.07,27.83,26.950001,27.709999,11240300,27.709999
2015-09-09,27.17,27.85,26.42,27.18,19349900,27.18
2015-09-08,28.15,28.200001,27.01,27.18,19225500,27.18
2015-09-04,27.950001,28.549999,27.799999,28.15,13537900,28.15
2015-09-03,28.030001,29.00,27.809999,28.299999,21349200,28.299999
2015-09-02,27.469999,27.83,26.870001,27.82,14402000,27.82
2015-09-01,27.23,28.120001,26.77,27.030001,21163500,27.030001
2015-08-31,27.639999,28.49,27.35,27.790001,30752000,27.790001
2015-08-28,26.190001,26.93,26.059999,26.83,12426200,26.83
2015-08-27,25.440001,26.799999,25.24,26.459999,22493000,26.459999
2015-08-26,24.799999,25.290001,23.83,25.030001,20576600,25.030001
2015-08-25,26.290001,26.33,24.379999,24.379999,19918700,24.379999
2015-08-24,23.610001,26.23,21.01,25.17,30106400,25.17
2015-08-21,25.65,26.74,25.51,25.870001,23733200,25.870001
2015-08-20,27.15,27.48,25.92,26.00,25257800,26.00
2015-08-19,28.059999,28.09,27.16,27.610001,19964000,27.610001
2015-08-18,28.91,29.00,28.299999,28.299999,9662800,28.299999
2015-08-17,29.190001,29.34,28.93,29.059999,9557300,29.059999
2015-08-14,28.50,29.27,28.450001,29.059999,16716300,29.059999
2015-08-13,29.60,29.60,28.440001,28.540001,15004000,28.540001
2015-08-12,29.110001,29.50,28.51,29.389999,18513100,29.389999
2015-08-11,29.01,29.889999,28.530001,29.620001,27827600,29.620001
2015-08-10,28.09,29.629999,27.82,29.50,42547100,29.50
2015-08-07,27.799999,27.90,26.870001,27.040001,18392600,27.040001
2015-08-06,28.40,28.43,27.23,27.540001,27612200,27.540001
2015-08-05,29.41,29.50,28.43,28.48,21223300,28.48
2015-08-04,29.110001,29.90,28.90,29.34,21900300,29.34
2015-08-03,30.85,31.09,28.690001,29.27,46637100,29.27
2015-07-31,31.379999,31.620001,30.85,31.01,18150300,31.01
2015-07-30,31.10,31.83,31.049999,31.469999,29438800,31.469999
2015-07-29,32.59,33.240002,31.059999,31.24,92939900,31.24
2015-07-28,34.700001,36.669998,34.139999,36.540001,57688600,36.540001
2015-07-27,35.110001,35.150002,33.880001,34.700001,24629100,34.700001
2015-07-24,36.41,36.41,35.299999,35.419998,13000800,35.419998
2015-07-23,36.00,36.73,35.950001,36.189999,10407800,36.189999
2015-07-22,36.23,36.369999,35.509998,36.09,11772300,36.09
2015-07-21,35.82,36.75,35.709999,36.630001,12536200,36.630001
2015-07-20,35.75,35.990002,35.209999,35.810001,9889700,35.810001
2015-07-17,36.459999,36.66,35.599998,35.669998,12838500,35.669998
2015-07-16,35.889999,36.450001,35.75,36.099998,11367700,36.099998
2015-07-15,36.66,37.09,35.549999,35.66,18296800,35.66
2015-07-14,35.779999,38.82,35.77,36.720001,50102500,36.720001
2015-07-13,34.990002,36.139999,34.75,35.779999,17118200,35.779999
2015-07-10,34.68,35.119999,34.459999,34.91,10639700,34.91
2015-07-09,35.169998,35.43,34.310001,34.360001,14099300,34.360001
2015-07-08,35.41,36.049999,34.669998,34.759998,15522300,34.759998
2015-07-07,35.349998,35.720001,34.549999,35.52,14203200,35.52
2015-07-06,35.169998,35.689999,35.00,35.43,11325400,35.43
2015-07-02,35.400002,35.970001,35.099998,35.720001,17664000,35.720001
2015-07-01,36.049999,36.110001,35.240002,35.400002,23674600,35.400002
2015-06-30,34.50,36.419998,34.439999,36.220001,26095600,36.220001
2015-06-29,34.470001,35.09,34.150002,34.209999,25220700,34.209999
2015-06-26,34.970001,35.330002,34.669998,35.259998,17388000,35.259998
2015-06-25,35.360001,35.360001,34.970001,35.169998,10756800,35.169998
2015-06-24,35.400002,35.75,35.099998,35.169998,13021000,35.169998
2015-06-23,35.779999,36.200001,34.959999,35.369999,25891400,35.369999
2015-06-22,35.950001,36.00,35.34,35.549999,21456400,35.549999
2015-06-19,34.970001,36.279999,34.849998,35.860001,33674900,35.860001
2015-06-18,34.630001,35.040001,34.450001,34.66,19447100,34.66
2015-06-17,34.990002,35.119999,34.169998,34.689999,27278500,34.689999
2015-06-16,34.23,35.200001,33.509998,34.82,49856100,34.82
2015-06-15,35.240002,35.259998,34.310001,34.669998,32932100,34.669998
2015-06-12,36.900002,37.25,35.549999,35.900002,60914400,35.900002
2015-06-11,35.919998,36.169998,35.790001,35.84,20547000,35.84
2015-06-10,36.009998,36.169998,35.599998,35.849998,12634800,35.849998
2015-06-09,36.50,36.50,35.57,35.880001,14034500,35.880001
2015-06-08,36.91,36.98,36.41,36.459999,11767100,36.459999
2015-06-05,36.790001,37.23,36.650002,37.00,11854300,37.00
2015-06-04,37.169998,37.790001,36.509998,36.709999,23762900,36.709999
2015-06-03,36.509998,37.169998,36.48,37.00,14023500,37.00
2015-06-02,36.450001,36.599998,36.16,36.400002,13128300,36.400002
2015-06-01,36.689999,36.830002,36.43,36.630001,10008300,36.630001
2015-05-29,37.049999,37.07,36.529999,36.669998,16849100,36.669998
2015-05-28,36.490002,37.330002,36.369999,36.830002,17912100,36.830002
2015-05-27,36.50,36.650002,36.099998,36.41,14463600,36.41
2015-05-26,36.669998,36.830002,36.369999,36.509998,13068500,36.509998
2015-05-22,36.700001,36.98,36.57,36.599998,9861800,36.599998
2015-05-21,36.810001,36.939999,36.389999,36.68,17447700,36.68
2015-05-20,37.490002,37.939999,36.540001,36.779999,23404500,36.779999
2015-05-19,37.139999,37.880001,36.900002,37.50,26942000,37.50
2015-05-18,37.099998,37.57,36.900002,37.279999,11237300,37.279999
2015-05-15,37.360001,37.799999,37.00,37.099998,16799100,37.099998
2015-05-14,37.93,38.09,37.27,37.330002,14259600,37.330002
2015-05-13,37.66,38.200001,37.529999,37.720001,14075300,37.720001
2015-05-12,37.290001,37.799999,37.060001,37.48,11792900,37.48
2015-05-11,37.580002,37.860001,37.200001,37.310001,12329500,37.310001
2015-05-08,38.02,38.200001,37.549999,37.59,14395800,37.59
2015-05-07,37.240002,37.880001,36.950001,37.709999,21258800,37.709999
2015-05-06,37.689999,37.779999,36.52,37.259998,29107900,37.259998
2015-05-05,38.00,38.610001,37.360001,37.419998,22605000,37.419998
2015-05-04,38.720001,38.959999,37.549999,37.880001,27622500,37.880001
2015-05-01,39.189999,39.240002,37.369999,37.84,37785500,37.84
2015-04-30,39.279999,39.740002,38.48,38.959999,46651500,38.959999
2015-04-29,40.209999,41.09,38.07,38.490002,120488600,38.490002
2015-04-28,52.16,52.220001,38.380001,42.27,77336600,42.27
2015-04-27,50.84,52.540001,50.82,51.66,23991900,51.66
2015-04-24,51.849998,51.959999,50.240002,50.82,14896900,50.82
2015-04-23,51.869999,52.200001,51.220001,51.41,11490400,51.41
2015-04-22,51.48,52.09,51.32,51.73,11479500,51.73
2015-04-21,51.68,51.849998,51.099998,51.32,8461300,51.32
2015-04-20,51.07,51.48,50.509998,51.400002,11004500,51.400002
2015-04-17,51.709999,52.16,50.189999,50.66,16576000,50.66
2015-04-16,51.299999,52.34,51.139999,52.029999,14313300,52.029999
2015-04-15,51.330002,51.869999,50.91,51.299999,13192100,51.299999
2015-04-14,51.75,51.810001,50.68,51.200001,12231600,51.200001
2015-04-13,51.990002,52.290001,51.450001,51.619999,12306500,51.619999
2015-04-10,52.290001,52.450001,51.380001,51.939999,13271200,51.939999
2015-04-09,52.150002,52.990002,51.540001,52.169998,17877700,52.169998
2015-04-08,53.32,53.490002,51.950001,52.299999,22368900,52.299999
2015-04-07,51.009998,53.279999,50.860001,52.869999,37080800,52.869999
2015-04-06,50.029999,51.16,49.869999,50.84,14539700,50.84
2015-04-02,50.639999,50.950001,49.880001,50.419998,13423900,50.419998
2015-04-01,51.00,51.689999,50.169998,50.470001,24299200,50.470001
2015-03-31,49.619999,51.240002,49.540001,50.080002,23898400,50.080002
2015-03-30,50.450001,50.709999,48.66,49.889999,20365400,49.889999
2015-03-27,50.349998,50.889999,49.939999,50.009998,14852400,50.009998
2015-03-26,49.650002,50.900002,49.400002,49.919998,24385800,49.919998
2015-03-25,51.50,51.869999,49.310001,49.50,31694600,49.50
2015-03-24,48.669998,51.790001,48.540001,51.470001,38181800,51.470001
2015-03-23,48.240002,49.25,47.869999,48.459999,16389800,48.459999
2015-03-20,48.360001,49.150002,48.25,48.439999,18676500,48.439999
2015-03-19,46.959999,48.150002,46.450001,47.93,15957100,47.93
2015-03-18,46.75,47.389999,46.16,47.200001,13115400,47.200001
2015-03-17,46.66,47.290001,46.439999,46.93,13361300,46.93
2015-03-16,46.900002,47.07,46.049999,46.43,10243200,46.43
2015-03-13,46.939999,47.720001,46.450001,46.66,13368100,46.66
2015-03-12,46.57,47.32,46.509998,47.07,12204800,47.07
2015-03-11,45.66,46.740002,45.130001,46.27,12273800,46.27
2015-03-10,47.23,47.259998,45.790001,45.84,17289900,45.84
2015-03-09,47.220001,48.080002,47.130001,47.59,13635900,47.59
2015-03-06,47.259998,48.07,46.57,46.75,11534900,46.75
2015-03-05,47.59,48.43,47.200001,47.349998,13511900,47.349998
2015-03-04,47.509998,47.849998,46.41,47.57,14290100,47.57
2015-03-03,48.130001,48.799999,47.439999,47.709999,16754400,47.709999
2015-03-02,48.259998,48.299999,47.310001,48.150002,13430900,48.150002
2015-02-27,49.189999,49.900002,47.959999,48.080002,15004500,48.080002
2015-02-26,48.810001,50.009998,48.639999,49.41,22340900,49.41
2015-02-25,48.799999,49.18,48.25,48.549999,11663200,48.549999
2015-02-24,48.330002,49.299999,48.060001,48.689999,11073700,48.689999
2015-02-23,49.02,49.240002,48.349998,48.470001,12541400,48.470001
2015-02-20,48.759998,49.880001,48.650002,49.110001,20755600,49.110001
2015-02-19,47.84,48.939999,47.419998,48.700001,18153400,48.700001
2015-02-18,48.00,48.790001,47.360001,47.82,15503100,47.82
2015-02-17,48.200001,49.09,47.889999,48.029999,16670200,48.029999
2015-02-13,47.93,48.82,47.57,48.50,20809600,48.50
2015-02-12,47.98,48.450001,46.880001,47.950001,23071600,47.950001
2015-02-11,46.27,47.779999,46.110001,47.50,24747000,47.50
2015-02-10,47.349998,47.389999,45.57,46.259998,32287800,46.259998
2015-02-09,46.73,47.689999,46.50,47.32,36177900,47.32
2015-02-06,46.119999,48.50,45.799999,48.009998,102669800,48.009998
2015-02-05,42.040001,42.470001,40.91,41.259998,61997300,41.259998
2015-02-04,40.049999,40.830002,39.82,40.720001,23116800,40.720001
2015-02-03,38.00,40.189999,37.689999,39.790001,28395400,39.790001
2015-02-02,37.700001,38.07,36.919998,37.459999,13895900,37.459999
2015-01-30,36.650002,38.150002,36.41,37.529999,15390200,37.529999
2015-01-29,37.389999,37.57,36.07,36.68,20088500,36.68
2015-01-28,38.43,38.779999,37.029999,37.150002,22367600,37.150002
2015-01-27,39.560001,39.610001,38.380001,38.919998,15746400,38.919998
2015-01-26,39.330002,40.130001,39.040001,40.099998,13838200,40.099998
2015-01-23,39.48,39.970001,38.779999,39.419998,16439200,39.419998
2015-01-22,37.98,39.25,37.549999,39.07,20451700,39.07
2015-01-21,37.650002,38.27,37.330002,37.830002,12181300,37.830002
2015-01-20,37.59,38.139999,36.540001,37.57,17641700,37.57
2015-01-16,37.18,38.130001,36.849998,37.310001,14966100,37.310001
2015-01-15,39.700001,39.700001,36.860001,36.93,23042000,36.93
2015-01-14,38.889999,40.18,38.799999,39.849998,16054700,39.849998
2015-01-13,39.740002,40.349998,39.23,39.650002,18395500,39.650002
2015-01-12,40.279999,40.950001,39.299999,39.369999,27639000,39.369999
2015-01-09,39.220001,40.34,38.259998,40.169998,24738400,40.169998
2015-01-08,37.419998,39.189999,37.09,39.09,19190400,39.09
2015-01-07,39.099998,39.099998,37.060001,37.279999,22675700,37.279999
2015-01-06,36.27,39.450001,36.040001,38.759998,33050800,38.759998
2015-01-05,36.259998,37.110001,35.639999,36.380001,15062700,36.380001
2015-01-02,36.23,36.740002,35.540001,36.560001,12062500,36.560001
2014-12-31,35.889999,36.490002,35.470001,35.869999,17650100,35.869999
2014-12-30,36.02,36.240002,35.459999,35.860001,19494600,35.860001
2014-12-29,37.389999,37.509998,36.380001,36.419998,13565400,36.419998
2014-12-26,37.759998,38.099998,37.540001,37.599998,7324000,37.599998
2014-12-24,37.669998,38.349998,37.560001,37.610001,6254200,37.610001
2014-12-23,38.580002,39.25,37.459999,37.57,16858000,37.57
2014-12-22,37.50,38.82,37.310001,38.43,20079000,38.43
2014-12-19,36.700001,37.450001,36.50,37.080002,16068700,37.080002
2014-12-18,36.130001,37.27,35.950001,36.73,19087500,36.73
2014-12-17,35.560001,35.900002,34.950001,35.57,18544800,35.57
2014-12-16,36.50,36.709999,35.09,35.130001,19241200,35.130001
2014-12-15,38.130001,38.380001,36.73,36.849998,16833000,36.849998
2014-12-12,36.310001,37.709999,36.099998,37.099998,15222500,37.099998
2014-12-11,36.450001,37.23,36.25,36.700001,15707100,36.700001
2014-12-10,36.91,37.779999,36.25,36.349998,16497700,36.349998
2014-12-09,34.970001,37.09,34.619999,37.049999,20542800,37.049999
2014-12-08,38.080002,38.119999,35.75,36.290001,30112800,36.290001
2014-12-05,38.970001,39.07,38.349998,38.490002,12587700,38.490002
2014-12-04,38.799999,39.66,38.619999,38.790001,13012200,38.790001
2014-12-03,39.00,39.419998,38.380001,39.060001,13241300,39.060001
2014-12-02,39.400002,39.400002,38.330002,38.91,16394300,38.91
2014-12-01,41.290001,41.290001,39.00,39.040001,22214000,39.040001
2014-11-28,41.09,42.080002,40.830002,41.740002,11113900,41.740002
2014-11-26,39.830002,41.560001,39.740002,41.130001,23773300,41.130001
2014-11-25,40.119999,40.299999,39.560001,39.759998,16165100,39.759998
2014-11-24,39.990002,40.470001,39.580002,40.189999,15176000,40.189999
2014-11-21,40.25,40.279999,39.799999,40.029999,12066600,40.029999
2014-11-20,39.490002,40.549999,39.32,39.810001,13717100,39.810001
2014-11-19,40.349998,40.470001,39.209999,39.709999,19050100,39.709999
2014-11-18,40.689999,41.169998,39.950001,40.610001,18605000,40.610001
2014-11-17,41.459999,41.68,40.41,40.470001,20665200,40.470001
2014-11-14,40.02,41.849998,39.77,41.849998,33059800,41.849998
2014-11-13,43.549999,43.950001,39.950001,40.040001,67287400,40.040001
2014-11-12,39.939999,42.939999,39.599998,42.540001,51814100,42.540001
2014-11-11,39.310001,39.84,38.810001,39.59,19176600,39.59
2014-11-10,40.34,40.689999,39.419998,39.59,19069300,39.59
2014-11-07,40.740002,40.740002,39.700001,40.310001,18558900,40.310001
2014-11-06,40.189999,41.349998,40.099998,40.84,16292100,40.84
2014-11-05,41.689999,41.799999,40.130001,40.369999,19742200,40.369999
2014-11-04,40.029999,41.099998,39.75,40.900002,19544300,40.900002
2014-11-03,40.549999,41.200001,40.16,40.209999,31441900,40.209999
2014-10-31,42.689999,42.849998,41.34,41.470001,23895100,41.470001
2014-10-30,41.560001,42.48,39.939999,41.799999,42012600,41.799999
2014-10-29,43.849998,44.16,41.810001,42.080002,40261900,42.080002
2014-10-28,42.25,44.580002,41.759998,43.779999,83179400,43.779999
2014-10-27,50.02,50.240002,47.18,48.560001,51896300,48.560001
2014-10-24,50.16,50.189999,49.150002,49.950001,12035200,49.950001
2014-10-23,50.130001,50.400002,49.200001,49.669998,23099800,49.669998
