date>kind:Leaders|Losers    -- http://lpaste.net/2536171990650191872
2015-05-14
Mkt_Cap:AAPL,MSFT,FB,GOOGL,GOOG|LVNTB,CSCO,VRTX,MU,QVCB
Price:GLPG,CLVS,QIWI,MOM,CTRP|FGEN,LVNTB,KITE,JACK,RCPT
Volume:ALU,NOK,QQQ,CUK,MT,SPY,AAPL,EEM,RIG,BABA
2015-05-18
Mkt_Cap:WAG,AAPL,MTU,JNJ,T|CHL,BHP,BBL,PTR,RDS.B
Price:ERN,ANN,BKW,ACHN,WAG|BTU,KITE,TOUR,VALE,BHP
Volume:T,PBR,BAC,AAPL,VALE,ASNA,BTU,ANN,PFE,AMAT
2015-05-19
Mkt_Cap:WAG,LFC,GOOG,WFC,BUD|WMT,BHP,BBL,PBR.A,PBR
Price:MOMO,TTWO,BKW,CMCM,RRGB|ICPT,URBN,LINE,MBI,PWE
Volume:BAC,PBR,YHOO,AAPL,T,VALE,AA,GE,MSFT,TWTR
2015-05-22
Mkt_Cap:LFC,CHL,PTR,AAPL,SNP|BBDO,MSFT,RDS.B,RDS.A,JNJ
Price:CTRP,YOKI,CLLS,FRO,SRPT|BBDO,JMEI,MRVL,HABT,BACK
Volume:BAC,AAPL,HPQ,PBR,T,MSFT,F,GE,ABEV,SFUN
2015-05-26
Mkt_Cap:TWC,LFC,CMCSA,TMUS,CMCSK|AAPL,NVS,GOOG,RDS.B,GOOGL
Price:MDR,SMI,UVXY,TWC,CLLS|JMEI,QUNR,TOUR,TTM,NBG
Volume:BAC,AAPL,GE,VALE,PBR,T,TWC,MSFT,INTC,FCX
2015-05-27
Mkt_Cap:AAPL,MSFT,BRCM,GOOG,GOOGL|KORS,WDAY,LFC,EC,LVNTB
Price:BRCM,NBG,CCLS,TIF,MNKD|KORS,SHAK,WDAY,OPHT,SHOP
Volume:BAC,KORS,BRCM,AAPL,ABBV,FTR,T,QQQ,INTC,PBR
2015-05-28
Mkt_Cap:ACT-A,MFG,ACT,NVS,LLY|PTR,LFC,CHL,SNP,BABA
Price:CLLS,ANF,BCOM,GLPG,JUNO|SMTC,URI,NAV-D,TEX,ZNH
Volume:BHP,QQQ,VXX,AAPL,RIG,RCL,CLLS,NBG,INTC,SPY
2015-05-29
Mkt_Cap:HUM,MRK,LLY,INTC,PFE|AAPL,BMY,GOOGL,GOOG,MSFT
Price:HUM,PRTA,GSAT,IRCP,SHAK|FRO,CLLS,GEF,SID,GEF.B
Volume:BAC,AAPL,PFE,RAD,INTC,GE,NLY,MSFT,NRF,BSX
2015-06-01
Mkt_Cap:BABA,LFC,FB,BMY,MSFT|RDS.B,PTR,INTC,RDS.A,BBL
Price:SINA,BKW,WAG,AWAY,COKE|GSAT,CZR,PBYI,VCO,IRCP
Volume:UWTI,IAU,ASHR,SPY,QQQ,AAPL,VXX,RIG,GLD,EWJ
2015-06-03
Mkt_Cap:FB,WFC,T,SNY,CHL|ACT-A,INTC,NGG,BBL,BHP
Price:SNCR,GWRE,GIII,WB,HALO|ORIG,CIG.C,BBDO,INXN,EGO
Volume:BAC,FTR,T,INTC,RF,PBR,CHK,ON,FB,AAPL
2015-06-04
Mkt_Cap:LVS,ABB,DISH,T,DD-A|AAPL,BRK.B,MSFT,VZ,WFC
Price:EHIC,JUNO,MR,FIVE,WYNN|OPK,CZR,NBG,NAV,WGP
Volume:FTR,BAC,T,AER,AAPL,VZ,INTC,GE,CHK,SPY
2015-06-05
Mkt_Cap:DEO,BUD,BAC,JPM,C|NVS,PTR,AAPL,T,WMT
Price:QIHU,KITE,EVH,YY,DEO|ERN,ES,NAV-D,CZR,BIO.B
Volume:FTR,BAC,F,T,AAPL,VALE,GE,INTC,C,CHK
2015-06-09
Mkt_Cap:LLY,PG,WFC,BAC,TD|LFC,PTR,CHL,NVS,AAPL
Price:SAGE,LULU,BCOM,PGH,CMN|IRWD,KANG,BURL,MNKD,GSH
Volume:BAC,AAPL,FTR,MU,INTC,LUV,GE,SIRI,DAL,QQQ
2015-06-10
Mkt_Cap:AAPL,MSFT,GOOGL,GOOG,NVS|MPC,CHL,TAP.A,CBS.A,REGN
Price:HCC,JOBS,RCPT,HMIN,HIMX|MPC,ESPR,SHLD,TAP.A,MNKD
Volume:EEM,ASML,SDRL,GOLD,INFY,BUD,FXI,USO,NBG,BP
2015-06-11
Mkt_Cap:CHL,LLY,LFC,GILD,AMGN|ROST,BABA,GOOGL,AAPL,GOOG
Price:AXON,KKD,TOUR,SILC,HLS|ROST,CRTO,BIO.B,MNKD,ORIG
Volume:UBS,STM,VXX,TWTR,QQQ,RIG,GOLD,USO,SPY,UN
2015-06-16
Mkt_Cap:ORCL,XOM,AAPL,NVS,ITUB|PTR,SMFG,LFC,CEO,CHL
